SGB_ID,Completeness,Contamination,Genome size (bp),Contig count,N50,GC,BioProject,Domain,Phylum,Class,Order,Family,Genus,Species,fastani_ani
X415_White_Rhinoceros__metabat2_high_PE.001.contigs,89.1,3.19,2657432,266,12941,46.4,multi-species,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,
F42_Fallow_Deer__metabat2_low_PE.003.contigs,92.8,0.86,3342302,219,22055,42.6,multi-species,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,
N._stephensi_709_foregut__metabat2_high_PE.003.contigs,88.12,2.77,2739383,546,5846,51.4,PRJNA336354,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,
N._stephensi_711_cecum__metabat2_high_PE.008.contigs,98.28,1.44,3538338,147,61628,50.1,PRJNA336354,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,
SAMEA3663023__metabat2_low_PE.007.contigs,97.91,1.61,2550306,68,58536,47.0,PRJEB11755,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__Acetatifactor sp900066365,97.12
SAMEA3663280__metabat2_low_PE.020.contigs,94.87,2.29,2690600,376,9778,45.1,PRJEB11755,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,
X22_European_Rabbit__metabat2_high_PE.007.contigs,56.82,0.77,1684937,451,3842,54.1,multi-species,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,
N._stephensi_708_cecum__metabat2_low_PE.007.contigs,64.88,1.01,2012573,625,3491,46.3,PRJNA336354,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__,
SAMEA104315420__metabat2_low_PE.001.contigs,99.21,0.64,2733507,59,77248,44.5,PRJEB22765,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__,
SAMEA104315431__metabat2_low_PE.025.contigs,90.01,3.38,2468113,516,6160,38.3,PRJEB22765,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__,
SAMEA3387485__metabat2_low_PE.020.contigs,95.17,0.0,2177560,268,11410,42.9,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__Agathobacter rectale,98.34
SAMEA3663147__metabat2_high_PE.011.contigs,95.81,3.01,2104959,282,10999,45.0,PRJEB11755,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__,
X42_Goitered_Gazelle__metabat2_low_PE.005.contigs,94.58,0.0,2527635,57,68579,38.6,multi-species,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__,
DSTMR04002__maxbin2_low_prob.037.contigs,95.43,2.71,2752708,226,26855,44.7,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,s__,
SAMEA3387455__metabat2_low_PE.004.contigs,97.32,1.34,3021860,159,34242,36.8,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes hadrus,98.18
DGYFR06201__metabat2_high_PE.048.contigs,83.19,0.96,2572424,355,10403,45.3,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia sp002161285,98.3
NHCFC00100__metabat2_low_PE.019.contigs,96.21,0.0,3319032,276,20956,48.3,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__,
NHCFR01400__metabat2_high_PE.048.contigs,95.59,0.71,3268502,348,15343,45.3,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__,
Peterbilt_p2__metabat2_high_PE.039.contigs,97.5,0.48,2647561,106,42941,40.8,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__,
SAMEA3387500__metabat2_high_PE.001.contigs,96.14,1.01,3056086,89,76633,42.3,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia sp003287895,99.46
SAMEA3387508__maxbin2_high_prob.020.contigs,77.82,4.03,2163011,606,4092,38.8,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__,
SAMEA3663112__metabat2_low_PE.018.contigs,82.94,2.94,2050894,525,4433,41.6,PRJEB11755,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__,
UncleJesse_p2__metabat2_low_PE.019.contigs,92.83,1.8,2164083,265,13287,39.3,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia hansenii,99.4
CBJMC01400__metabat2_low_PE.023.contigs,60.16,1.48,2363561,48,76644,46.8,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,
DSLMC04103__metabat2_high_PE.018.contigs,98.87,0.0,3319106,132,44085,48.9,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,
Elaine_p2__metabat2_low_PE.007.contigs,98.58,0.39,2425044,186,20135,43.0,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,
Garth_p2__metabat2_low_PE.037.contigs,98.62,0.0,2677090,71,55370,41.3,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,
LBJMC04200__metabat2_low_PE.022.contigs,98.1,0.0,2849254,100,59315,48.5,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,
SAMEA3387476__metabat2_high_PE.011.contigs,97.98,0.06,2728805,233,20192,42.7,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,
SAMEA3387494__metabat2_low_PE.043.contigs,97.8,1.58,3118987,196,29512,43.4,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,
SAMEA3387495__metabat2_high_PE.036.contigs,97.14,0.65,2912014,164,29432,42.8,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,
SAMEA3387500__metabat2_low_PE.011.contigs,99.37,0.02,2820573,81,61695,41.8,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A wexlerae,97.41
SAMEA3387508__metabat2_high_PE.018.contigs,98.44,0.76,2868282,291,15485,43.9,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A sp000433815,98.6
Skinner_p2__maxbin2_high_prob.029.contigs,99.33,0.0,2674284,65,89010,42.4,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,
Stewie_p2__metabat2_high_PE.008.contigs,98.89,0.32,2627386,53,75907,42.8,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,
R04__maxbin2_low_prob.009.contigs,92.96,2.12,2414502,209,21450,51.3,PRJNA532626,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyrivibrio_A,s__,
R04__metabat2_low_PE.054.contigs,50.74,1.23,1441222,552,2706,44.6,PRJNA532626,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyrivibrio_A,s__,
SAMEA104315439__metabat2_high_PE.019.contigs,63.24,0.91,1782239,613,3046,43.7,PRJEB22765,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-127,s__,
SAMEA3663026__metabat2_low_PE.012.contigs,97.99,0.34,2387203,73,49160,39.9,PRJEB11755,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-127,s__,
N._stephensi_703_cecum__metabat2_low_PE.004.contigs,95.97,0.0,2883129,260,17296,39.0,PRJNA336354,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-303,s__,
X199_Human__metabat2_high_PE.003.contigs,92.97,2.58,2635430,381,9399,40.9,multi-species,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-45,s__CAG-45 sp900066395,99.12
SAMEA104315423__metabat2_high_PE.006.contigs,95.27,2.25,2446671,277,12972,46.5,PRJEB22765,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-510,s__CAG-510 sp000434615,97.89
R20__metabat2_low_PE.019.contigs,87.77,1.35,2580754,514,6606,50.0,PRJNA532626,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-791,s__,
R21__metabat2_low_PE.043.contigs,90.78,1.96,2345860,470,6579,52.2,PRJNA532626,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-791,s__CAG-791 sp900317555,98.07
SAMEA104315423__metabat2_low_PE.040.contigs,96.25,2.03,2574256,271,15483,51.3,PRJEB22765,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-791,s__CAG-791 sp000431495,97.8
DGYMR06203__metabat2_high_PE.052.contigs,96.64,0.84,2177729,242,13289,53.1,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-81,s__,
Kit_p2__metabat2_high_PE.005.contigs,99.37,0.0,2677252,45,108924,53.3,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-81,s__CAG-81 sp000435795,96.86
SAMEA104315434__metabat2_low_PE.016.contigs,60.86,1.34,2235844,588,4485,47.0,PRJEB22765,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-882,s__,
SAMEA104315424__metabat2_low_PE.040.contigs,73.03,0.41,1879779,516,4011,45.9,PRJEB22765,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-95,s__CAG-95 sp000436115,98.88
SAMEA104315436__metabat2_high_PE.030.contigs,71.13,1.72,2266381,604,4422,44.0,PRJEB22765,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-95,s__,
SAMEA3663297__metabat2_low_PE.020.contigs,95.97,3.52,2873902,287,19208,43.6,PRJEB11755,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-95,s__,
SAMEA3663158__metabat2_low_PE.015.contigs,61.47,0.67,2403689,800,3213,36.1,PRJEB11755,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_AI,s__,
Cebus_capucinus_imitator_PRJNA485217_SSR056__maxbin2_low_prob.010.contigs,99.37,0.0,3023621,125,48498,50.6,PRJNA485217,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_M,s__,
Freddie_p2__metabat2_low_PE.029.contigs,93.67,0.16,2432966,366,9409,47.8,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_M,s__Clostridium_M sp001517625,99.0
MJGMH2__metabat2_low_PE.014.contigs,86.71,0.0,1992370,44,72498,46.2,PRJNA476660,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_M,s__,
Kit_p2__metabat2_high_PE.038.contigs,86.3,4.54,2439103,292,12353,46.8,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_Q,s__,
MJGMH1__maxbin2_low_prob.015.contigs,95.45,3.53,4612194,868,7932,48.3,PRJNA476660,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_Q,s__Clostridium_Q symbiosum,99.02
SAMEA3387491__metabat2_low_PE.013.contigs,85.86,1.18,2350023,413,7181,50.1,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_Q,s__Clostridium_Q sp000435655,96.58
SAMEA3387500__metabat2_high_PE.009.contigs,97.13,0.34,2642223,152,30203,48.9,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_Q,s__Clostridium_Q sp003024715,97.69
X301_European_Hare__metabat2_low_PE.011.contigs,93.32,1.08,3472091,265,21945,45.0,multi-species,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__,
SAMEA104315423__metabat2_low_PE.023.contigs,97.32,0.0,2803261,44,111610,43.1,PRJEB22765,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus eutactus,98.27
SAMEA104315434__maxbin2_high_prob.031.contigs,84.84,2.52,2523097,386,8669,44.0,PRJEB22765,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__,
SAMEA104315434__metabat2_high_PE.013.contigs,95.17,3.09,2352884,186,19371,41.9,PRJEB22765,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus sp000433075,98.01
R11__metabat2_low_PE.030.contigs,90.96,1.01,2693604,389,9775,54.5,PRJNA532626,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus_A,s__,
SAMEA3663162__metabat2_low_PE.022.contigs,51.85,1.01,1452500,493,3088,44.3,PRJEB11755,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus_A,s__Coprococcus_A catus,97.85
SAMEA104404100__metabat2_low_PE.078.contigs,83.02,4.51,1967105,347,7260,41.2,PRJEB23642,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus_B,s__,
SAMEA3387450__metabat2_low_PE.003.contigs,98.22,0.39,2766181,136,32644,42.5,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus_B,s__Coprococcus_B comes,98.52
CHCFR05602__metabat2_low_PE.004.contigs,86.98,2.83,1946077,413,6052,49.2,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__Dorea faecis,98.9
DHKFR23501__metabat2_low_PE.021.contigs,61.76,0.64,1266581,411,3272,50.8,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__,
DSLFC04101__metabat2_high_PE.045.contigs,93.3,1.36,1913223,283,9156,53.6,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__Dorea sp900312975,96.45
DSTMC04003__metabat2_high_PE.016.contigs,87.42,2.05,2078434,347,8421,53.1,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__Dorea phocaeense,98.49
R03__metabat2_low_PE.040.contigs,98.68,2.5,2304785,129,48115,45.0,PRJNA532626,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__,
SAMEA104404100__maxbin2_low_prob.033.contigs,88.89,2.97,1896740,114,29244,41.2,PRJEB23642,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__,
SAMEA3387452__metabat2_high_PE.017.contigs,93.78,1.66,2347713,174,21143,41.7,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__Dorea sp000433215,98.95
SAMEA3387500__metabat2_high_PE.015.contigs,99.42,0.12,2758661,111,45821,41.4,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__Dorea longicatena,97.74
SAMEA3387509__metabat2_high_PE.027.contigs,86.07,1.17,1961115,377,6760,41.6,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__,
Cobain_p2__metabat2_high_PE.012.contigs,98.56,0.19,2610294,32,149458,48.5,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,
NBJMC04202__metabat2_high_PE.053.contigs,95.87,2.95,3573315,341,15496,53.5,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,
X22_European_Rabbit__metabat2_low_PE.003.contigs,91.19,0.56,2703836,209,20336,53.8,multi-species,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,
DSLMC04103__metabat2_low_PE.013.contigs,98.99,2.01,2758802,60,66856,49.6,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_E,s__,
R05__metabat2_low_PE.006.contigs,97.76,1.34,3147232,76,74379,46.4,PRJNA532626,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_E,s__,
R25__metabat2_low_PE.006.contigs,92.65,0.02,2783491,352,11348,41.7,PRJNA532626,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_E,s__,
SAMEA3387467__metabat2_low_PE.031.contigs,99.11,1.34,3048509,354,12099,37.5,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_E,s__Eubacterium_E hallii_A,97.17
N._stephensi_708_cecum__metabat2_high_PE.008.contigs,94.35,0.67,2309977,343,9159,48.9,PRJNA336354,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__,
SAMEA104315423__metabat2_low_PE.035.contigs,98.66,0.0,2788673,56,89054,40.6,PRJEB22765,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__Eubacterium_F sp003491505,97.58
R25__maxbin2_low_prob.043.contigs,99.15,1.91,3031353,133,47218,45.3,PRJNA532626,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_H,s__,
SAMEA3663095__metabat2_low_PE.027.contigs,81.42,1.65,2123392,489,5121,50.6,PRJEB11755,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_H,s__Eubacterium_H sp002394235,96.28
X287_Common_Brushtail__maxbin2_low_prob.002.contigs,59.03,2.36,1559038,440,3681,51.9,multi-species,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_I,s__,
R24__metabat2_high_PE.052.contigs,93.89,2.39,2784887,296,14169,40.1,PRJNA532626,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_Q,s__Eubacterium_Q sp000687975,96.94
X287_Common_Brushtail__metabat2_low_PE.002.contigs,59.68,3.02,2217722,534,4471,38.0,multi-species,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_S,s__,
CBJMC01400__metabat2_high_PE.029.contigs,93.98,4.78,4668759,327,39103,50.3,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__Faecalicatena sp002160525,98.9
DGYFR06201__maxbin2_high_prob.042.contigs,81.46,2.01,2473164,590,5248,52.2,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__,
DSTMC04003__metabat2_high_PE.041.contigs,87.86,1.75,2131205,263,11410,49.3,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__,
HHCFC02800__metabat2_high_PE.058.contigs,96.0,2.53,2894591,243,20894,50.7,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__,
HHCFR05603__metabat2_high_PE.041.contigs,95.68,1.38,2674310,93,46689,50.7,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__Faecalicatena sp002314255,98.48
LBJMR02800__maxbin2_low_prob.028.contigs,90.31,3.93,3112995,295,19034,49.4,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__,
MHCFR00700__metabat2_low_PE.034.contigs,91.23,2.34,2708911,167,24995,47.5,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__,
NHCFC00100__metabat2_high_PE.030.contigs,87.41,0.29,2627695,344,9952,49.5,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__,
NHCFR01400__metabat2_high_PE.061.contigs,91.34,0.03,2111635,81,44042,47.3,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__,
SAMEA104404100__metabat2_high_PE.088.contigs,81.74,0.88,1491640,141,18971,34.6,PRJEB23642,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__,
SAMEA3387476__metabat2_high_PE.017.contigs,81.49,0.58,2076378,382,7202,43.9,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__,
SAMEA3387476__metabat2_low_PE.028.contigs,98.49,0.0,2579444,87,59751,41.0,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__Faecalicatena faecis,97.66
SAMEA3387494__metabat2_low_PE.020.contigs,92.91,0.58,2268049,308,10337,41.9,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__Faecalicatena torques,99.26
Scrappy_p2__metabat2_low_PE.009.contigs,95.32,0.58,2319076,51,84411,39.7,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__,
Shorty_p1__maxbin2_high_prob.011.contigs,99.1,0.0,2528797,200,20253,43.6,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__Faecalicatena gnavus,97.42
Skinner_p2__metabat2_high_PE.027.contigs,85.27,0.66,2462810,446,6957,46.1,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__Faecalicatena glycyrrhizinilyticum,98.52
Snoopy_p1__metabat2_high_PE.024.contigs,98.19,0.58,2376444,49,108667,43.3,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__,
Snoopy_p2__maxbin2_low_prob.037.contigs,97.95,0.0,2072091,51,91177,39.3,PRJEB20308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__,
X357_Northern_Tamandua__metabat2_low_PE.004.contigs,96.49,0.0,2292842,61,55045,44.5,multi-species,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalicatena,s__Faecalicatena sp002320245,98.12
SAMEA3663276__metabat2_high_PE.019.contigs,75.54,3.05,1614484,508,3458,37.8,PRJEB11755,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__FD2005,s__,
DSTMC04003__metabat2_high_PE.023.contigs,97.73,0.79,2794980,133,39999,49.6,PRJNA417359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fusicatenibacter,s__,
SAMEA3387437__metabat2_low_PE.008.contigs,93.99,0.81,2701103,361,10346,49.0,PRJEB9357,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fusicatenibacter,s__Fusicatenibacter saccharivorans,97.69
X409_Impala__metabat2_low_PE.015.contigs,66.46,2.49,1878297,370,5754,42.6,multi-species,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__G11,s__,
X236_Pygmy_Slow_Loris__metabat2_high_PE.002.contigs,93.08,1.44,5321087,774,8593,48.9,multi-species,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Hungatella,s__Hungatella hathewayi,98.65
R07__maxbin2_low_prob.009.contigs,91.5,0.34,2303269,86,47067,51.3,PRJNA532626,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__ISDg,s__,
